name,setting,optimizer,lr,train_acc,test_acc,final_loss,param_count,seconds,observation,losses
기본 모델,BN + Dropout + Adam,adam,0.001,99.81,98.36,0.04301734635229701,537354,813.0826369000133,가장 안정적,0.406694|0.195056|0.148889|0.128468|0.113098|0.097210|0.090863|0.083761|0.076109|0.071864|0.070229|0.063440|0.058798|0.057744|0.054899|0.049964|0.048809|0.048743|0.045550|0.043017
